elapsed_s,unix_ns,request_ms,graphics_mhz,memory_mhz,voltage_mv,power_w,temperature_c,utilization_pct,throttle_mask
21.502338851999866,1790456295634052683,3.710921999754646,2805,16801,915,258.36,56.0,99,4
21.6026095455004,1790456295734264452,4.1379890003554465,2805,16801,915,259.844,56.0,99,4
21.7023851175004,1790456295834142703,3.8049310001042613,2805,16801,915,259.844,56.0,99,4
21.802377622500444,1790456295934132794,3.791421000187256,2805,16801,915,259.844,56.0,99,4
21.902267379500245,1790456296033875806,3.5478330000842107,2805,16801,915,259.844,56.0,99,4
22.002401473500413,1790456296134126555,3.7773210001432744,2805,16801,915,259.844,56.0,99,4
22.10241093349987,1790456296234161435,3.8299009997899702,2805,16801,915,267.093,56.0,99,4
22.2029135355001,1790456296335158788,4.814162999991822,2805,16801,915,267.093,56.0,99,4
22.302389479500107,1790456296434112536,3.76911100011057,2805,16801,915,267.093,56.0,99,4
22.402368495000246,1790456296534081007,3.746941999906994,2805,16801,915,267.093,56.0,99,4
22.50232162600014,1790456296634006748,3.674501999739732,2805,16801,915,267.093,56.0,99,4
22.602376346000256,1790456296734085107,3.7392419999378035,2850,16801,915,259.267,56.0,99,4
22.702416741000434,1790456296834165007,3.8215299996409158,2850,16801,915,259.267,56.0,99,4
22.802573460500298,1790456296934445345,4.063648999817815,2850,16801,915,259.267,56.0,99,4
22.90234995200035,1790456297034041049,3.7113319999662053,2850,16801,915,259.267,56.0,99,4
23.00237771250022,1790456297134088089,3.742750999663258,2850,16801,915,259.267,56.0,99,4
23.10235820300022,1790456297234062170,3.7331920002543484,2805,16801,915,259.416,56.0,99,4
23.20231909899985,1790456297334007400,3.670562000024802,2805,16801,915,259.416,56.0,99,4
23.302414578500247,1790456297434153560,3.819960999862815,2805,16801,915,259.416,56.0,99,4
23.40230200950009,1790456297533970442,3.6332629997559707,2805,16801,915,259.416,56.0,99,4
23.50224031550033,1790456297633833733,3.5142130000167526,2805,16801,915,259.416,56.0,99,4
23.602387684500172,1790456297734123481,3.7975710001774132,2805,16801,915,267.309,56.0,99,4
23.702419329999884,1790456297834132831,3.8491800000883813,2805,16801,915,267.309,56.0,99,4
23.802371865499936,1790456297934112922,3.7685310003325867,2805,16801,915,267.309,56.0,99,4
23.90286594700001,1790456298035109135,4.765713999859145,2805,16801,915,267.309,56.0,99,4
24.002826122999977,1790456298135026206,4.686364000008325,2805,16801,915,267.309,56.0,99,4
24.102349697000136,1790456298234073393,3.7343320000218228,2835,16801,915,258.43,56.0,99,4
24.202667490000294,1790456298334721689,4.412916000092082,2835,16801,915,258.43,56.0,99,4
24.302320663000046,1790456298434015135,3.675542000109999,2835,16801,915,258.43,56.0,99,4
24.402249224000116,1790456298533869666,3.5287840000819415,2835,16801,915,258.43,56.0,99,4
24.502238344500256,1790456298633842707,3.5027029998673243,2835,16801,915,258.43,56.0,99,4
24.602293379500225,1790456298733953286,3.6178330001348513,2805,16801,915,259.157,57.0,99,4
24.702299490000314,1790456298833962857,3.6348919998090423,2805,16801,915,259.157,57.0,99,4
24.802337805000207,1790456298934041236,3.7071019996801624,2805,16801,915,259.157,57.0,99,4
24.902837976499995,1790456299035038679,4.712044999905629,2805,16801,915,259.157,57.0,99,4
25.00294495099979,1790456299135227028,4.899351999938517,2805,16801,915,259.157,57.0,99,4
25.102307611500237,1790456299233981778,3.6499930001809844,2805,16801,915,267.128,57.0,99,4
25.202397276000283,1790456299334130187,3.803781999977218,2805,16801,915,267.128,57.0,99,4
25.302574265000203,1790456299434488505,4.1576980001991615,2805,16801,915,267.128,57.0,99,4
25.402274222500182,1790456299533921850,3.5831530003633816,2805,16801,915,267.128,57.0,99,4
25.502359217499816,1790456299634072589,3.747221000139689,2805,16801,915,267.128,57.0,99,4
25.605813841500094,1790456299740986177,10.651888999746006,2805,16801,915,266.068,50.0,91,4
25.701881466500254,1790456299833132557,2.7942589999838674,2805,16801,915,266.068,50.0,91,4
